id,chain_id,name,address,city,state,postcode,phonenumber,country,email
223,12,IGA - Magasin Coop de Montmagny,70 Boulevard Taché Ouest,Montmagny,Québec,,Tél.: 418-248-1230, Canada,
224,12,IGA - Alimentation J.P.J Martin inc.,"11130 Meighen, Pierrefonds",Montréal ,Québec,,Tél.: 514-684-2807, Canada,
225,12,IGA - Supermarché Déziel inc.,1155 Jarry Est,Montréal ,Québec,H2P 1W9,Tél.: 514-725-9323, Canada,
226,12,Marché Louise Ménard (Complexe Desjardins),"150 rue Sainte-Catherine O,",Montréal,Québec,H2X 3Y2,,,
227,12,Place Alexis Nihon,1500 av Atwater,Montréal,Québec,H3Z 1X5,,,
228,12,IGA - Marché Panelli inc.,2340 Boulevard Rosemont,Montréal ,Québec,H2G 1T7,Tél.: 514-279-3138, Canada,
229,12,IGA - Supermarché Etop inc.,2600 Mullins,Montréal ,Québec,,Tél.: 514-932-8155, Canada,
230,12,IGA - Alimentation Claude Sauro,2600 Ontario Est,Montréal ,Québec,H2K 4K4,Tél.: 514-525-4281, Canada,
231,12,Super Marché Étop Inc,2600 rue Mullins,Montréal,Québec,H3K 1P2,,,
232,12,IGA - Supermarché Pierre Leduc inc.,2820 Rue de Salaberry,Montréal ,Québec,H3M 1L3,Tél.: 514-745-1640, Canada,
233,12,Marché Louise Ménard Inc,30 rue Place du Commerce,Verdun,Québec,H3E 1V7,,,
234,12,IGA - Supermarché Toppetta inc.,3964 Rue Notre-Dame Ouest,Montréal ,Québec,H4C 1R1 ,Tél.: 514-937-7722, Canada,
235,12,Marché d'Alimentation Champagne,4500 rue Wellington,Verdun,Québec,H4G 1W7,,,
236,12,IGA - Les Marchés Pepin inc.,345 Sir Wilfrid Laurier,Mont-St-Hilaire,Québec,,Tél.: 450-464-2581, Canada,
237,12,IGA - New Richmond,120 Boulevard Perron,New Richmond,Québec,,Tél.: 418-392-4237, Canada,
238,12,IGA - Supermarché Clément Nicolet inc.,2000 Boulevard Louis-Fréchette,Nicolet,Québec,,Tél.: 819-293-6937, Canada,
239,12,IGA - Gestion Tremblay & Leboeuf inc.,1130 St-Cyrille,Normandin,Québec,,Tél.: 418-274-2009, Canada,
240,12,IGA - Supermarché Crevier inc. (Joliette),17 Rue Gauthier Nord,Notre-Dame-des-Prairies,Québec,,Tél.: 450-759-2554, Canada,
241,12,IGA - Les marchés Pilon McKinnon,4 Rue Bridge,Ormstown,Québec,,Tél.: 450-829-3322, Canada,
242,12,IGA - Paspebiac,111 Gérard D. Lévesque,Pasbébiac,Québec,,Tél.: 418-752-2288, Canada,
243,12,IGA - Magasin Coop de Plessisville,1971 Rue Bilodeau,Plessisville,Québec,,Tél.: 819-362-6357, Canada,
244,12,IGA - Leblanc P.A.T,13155 Sherbrooke Est,Pointe-aux-Trembles,Québec,,Tél.: 514-498-2220, Canada,
245,12,IGA - Supermarché J.C. Bédard Ltée,169 Du Pont,Pont-Rouge,Québec,,Tél.: 418-873-2415, Canada,
246,12,IGA - Coop. des Cons. de Lorette,2300 Boulevard Père Lellièvre,Québec,Québec,,Tél.: 418-682-0254, Canada,
247,12,IGA - Louis-Eugène Rhéaume inc.,422 Boulevard Jacques Bédard,Québec,Québec,,Tél.: 418-849-4416, Canada,
248,12,IGA - Poulin,1035 Boulevard Wilfrid Hamel,Québec,Québec,,Tél.: 418-683-4775, Canada,
249,12,IGA - Deschênes,255 Chemin Ste-Foy,Québec,Québec,,Tél.: 418-524-9890, Canada,
250,12,IGA - Extra Chouinard & Fils inc.,10505 Boulevard St-Anne,Québec,Québec,,Tél.: 418-827-2828, Canada,
251,12,IGA - Super-Marché Pierre Jobidon de Limoilou inc.,825 4e Avenue,Québec,Québec,,Tél.: 418-648-2633, Canada,
252,12,IGA - Alimentation Gareau inc.,3450 Queen,Rawdon,Québec,,Tél.: 450-834-2633, Canada,
253,12,IGA - Supermarché Crevier inc.,200 boul Brien,Repentigny,Québec,,Tél.: 450-582-0200, Canada,
254,12,IGA - Supermarché Crevier inc.,1315 Boulevard Iberville no.110,Repentigny,Québec,,Tél.: 450-654-0105, Canada,
255,12,IGA - Marché Michel Lemieux inc.,450 Boulevard Richelieu,Richelieu,Québec,,Tél.: 450-658-1831, Canada,
256,12,IGA - Épicerie R. Cadieux et Fils inc.,461 Grande Ligne,Rigaud,Québec,,Tél.: 450-451-5318, Canada,
257,12,IGA - La coop des consommateurs de Rimouski,375 Boulevard Jessop,Rimouski,Québec,,Tél.: 418-723-1982, Canada,
258,12,IGA - Extra,"395 Avenue Sirois, C.P.728",Rimouski,Québec,,Tél.: 418-724-2244, Canada,
259,12,IGA - Supermarché Bourgault et Sanzone inc.,12285 Boulevard Rodolphe-Forget,Rivière-des-Prairies,Québec,,Tél.: 514-648-2355, Canada,
260,12,IGA - Extra Rivière du Loup,254 Hotel de Ville,Rivière-du-Loup,Québec,,Tél.: 418-862-7861, Canada,
261,12,IGA - Super Marché Roberval inc.,1221 Boulevard Marcotte,Roberval,Québec,,Tél.: 418-275-4692, Canada,
262,12,IGA - Marché Gérald Parenteau,458 Avenue Larivière,Rouyn-Noranda,Québec,,Tél.: 819-762-8174, Canada,
263,12,IGA - Marché Giroux,100 Rue du terminus Ouest,Rouyn-Noranda,Québec,,Tél.: 819-762-6402, Canada,
264,12,IGA - Roy,240 Avenue Larivière,Rouyn-Noranda,Québec,,Tél.: 819-762-5783, Canada,
265,12,IGA - Supermarché Mellon inc.,2085 Boulevard Mellon,Saguenay,Québec,,Tél.: 418-548-7557, Canada,
266,12,IGA - Super Marché Robert Pilon Ltée,1380 Boulevard Monseigneur Langlois,Salaberry-de-Valleyfield,Québec,,Tél.: 450-373-0251, Canada,
267,12,IGA - Supermarché Berger inc.,50 Boulevard Joubert Est,Sayabec,Québec,,Tél.: 418-536-5418, Canada,
268,12,IGA - Bilodeau,760 10e Avenue,Senneterre,Québec,,Tél.: 819-737-2232, Canada,
269,12,IGA - Marché Labrie et Landry inc.,1010 Boulevard Laure,Sept-Îles,Québec,,Tél.: 418-962-7797, Canada,
270,12,IGA - Supermarché IGA Extra Shawinigan,1500 Rue Trudel,Shawinigan,Québec,,Tél.: 819-536-4141, Canada,
271,12,IGA - Marché Bélisle Shawinigan-Sud inc.,2105 5e Avenue,Shawinigan,Québec,,Tél.: 819-537-6997, Canada,
272,12,IGA - Supermarché IGA,6185 Chemin de Saint-Élie,Sherbrooke,Québec,,Tél.: 819-566-8555, Canada,
273,12,IGA - Extra,775 Rue Galt ouest,Sherbrooke,Québec,,Tél.: 819-564-8686, Canada,
274,12,IGA - Extra Sherbrooke,3950 King Ouest,Sherbrooke,Québec,,Tél.: 819-563-5172, Canada,
275,12,IGA - Alimentation Raymond Rousseau inc.,1580 Chemin St-Louis,Sillery,Québec,,Tél.: 418-527-7758, Canada,
276,12,IGA - Marché André Tellier inc.,411 Boulevard Poliquin,Sorel,Québec,,Tél.: 450-743-7932, Canada,
277,12,IGA - Michel Fournier,1145 Rue du Centenaire,Saint-Agapit,Québec,,Tél.: 418-888-4266, Canada,
278,12,IGA - Les Entreprises Raphaël Picard Ltée,525 Rue Principale,Saint-Amable,Québec,,Tél.: 450-649-2476, Canada,
279,12,IGA - Magasin Coop de Saint-Anselme,70 Rue Principale,Saint-Anselme,Québec,,Tél.: 418-885-4461, Canada,
280,12,IGA - Provision Rock Island,14 Chemin de Fairfax,Stanstead,Québec,,Tél.: 819-876-7262, Canada,
281,12,IGA - Gaétan Boucher,405 Route 273,Saint-Apollinaire,Québec,,Tél.: 418-881-3112, Canada,
282,12,IGA - Marché Lambert et Frères inc.,2400 Boulevard du Millénaire,St-Basile le Grand,Québec,,Tél.: 450-441-3800, Canada,
283,12,IGA - Supermarché Lambert inc.,23 Boulevard Seigneurial Ouest,Saint-Bruno,Québec,,Tél.: 450-653-4466, Canada,
284,12,IGA - Marché St-Canut,13905 St-Simon,Saint-Canut,Québec,,Tél.: 450-431-3244, Canada,
285,12,IGA - St-Césaire,2020 Route 112,Saint-Césaire,Québec,,Tél.: 450-469-3536, Canada,
286,12,IGA - Crevier,655 de la Visitation,Saint-Charles-Borromée,Québec,,Tél.: 450-752-1441, Canada,
287,12,IGA - Supermarché Lambert inc.,400 RTE-132,Saint-Constant,Québec,,Tél.: 450-632-2778, Canada,
288,12,IGA - Marché Au Chalet (1978) inc.,1300 Boulevard Ste-Adèle,Sainte-Adèle,Québec,,Tél.: 450-229-4256, Canada,
289,12,IGA - Extra Ste-Anne-des-Monts,"6 Boulevard Ste-Anne, c.p.787",Sainte-Anne-des-Monts,Québec,,Tél.: 418-763-5758, Canada,
290,12,IGA - Boucherie des Sources Ste-Catherine inc.,4540 Route Fossambault,Sainte-Catherine de la Jacques-Cartier,Québec,,Tél.: 418-875-1608, Canada,
291,12,IGA - Marché d'alimentation Crevier inc.,550 Autoroute Chomedey,Sainte-Dorothée,Québec,,Tél.: 450-689-3131, Canada,
292,12,IGA - La Coop des consommateurs de Ste-Foy,999 Rue Bourgogne,Sainte-Foy,Québec,,Tél.: 418-658-6472, Canada,
293,12,IGA - Marché du Faubourg Ste-Julie inc.,2055 Rue Principale,Sainte-Julie,Québec,,Tél.: 450-649-4078, Canada,
294,12,IGA - Coop de Ste-Justine,188 Route 204 c.p.39,Sainte-Justine,Québec,,Tél.: 418-383-3024, Canada,
295,12,IGA - Extra Boucherie Veilleux inc.,1000 Boulevard Vachon Nord,Sainte-Marie,Québec,,Tél.: 418-386-5413, Canada,
296,12,IGA - Marché Primeau & fils inc.,305 St-Joseph,Sainte-Martine,Québec,,Tél.: 450-427-7438, Canada,
297,12,IGA - Cté L'Islet Magasin Coop de Ste-Perpétue,358 Rue Principale,Sainte-Perpetue,Québec,,Tél.: 418-359-2221, Canada,
298,12,IGA - Marché Roméo Roy et Fils inc.,108 RTE-108 Est,Saint-Éphrem-De-Beauce,Québec,,Tél.: 418-484-2085, Canada,
299,12,IGA - Marché des Oiseaux inc.,380 Boulevard Curé-labelle,Sainte-Rose,Québec,,Tél.: 450-963-1072, Canada,
300,12,IGA - Supermarché L. & R. Daigle inc.,220 St-Charles,Sainte-Thérèse,Québec,,Tél.: 450-435-1370, Canada,
301,12,IGA - Supermarché L. & R. Daigle Inc,450 Blainville Est,Sainte-Thérèse,Québec,,Tél.: 450-435-5500, Canada,
302,12,IGA - Marché d'alimentation Crevier,299 Arthur-Sauvé,Saint-Eustache,Québec,,Tél.: 450-472-1558, Canada,
303,12,IGA - R.Girard & Fils ltée,1199 Boulevard St-Félicien,Saint-Félicien,Québec,,Tél.: 418-679-1304, Canada,
304,12,IGA - Roger Rainville et Fils inc.,5300 Rue Principale,Saint-Felix-de-Valois,Québec,,Tél.: 450-889-4747, Canada,
305,12,IGA - Magasin Coop St-Gédéon,105 Boulevard Canam Sud c.p.40,Saint-Gédéon,Québec,,Tél.: 418-582-3125, Canada,
306,12,IGA - Supermarché Rodrigue inc.,1950 6e Avenue,Saint-Georges de Beauce,Québec,,Tél.: 418-228-2375, Canada,
307,12,IGA - Extra St-Georges de Beauce,8980 Boulevard Lacroix,Saint-Georges de Beauce,Québec,,Tél.: 418-228-2776, Canada,
308,12,IGA - Alimentation N.G.R. et Fils inc.,59 Route Campagna,Saint-Henri-de-Levis,Québec,,Tél.: 418-882-5375, Canada,
309,12,IGA - Alimentation St-Onge inc.,972 Chemin des Hauteurs,Saint-Hippolyte,Québec,,Tél.: 450-224-5179, Canada,
310,12,IGA - Marché Dubreuil-Veillette inc.,6250 Boulevard Cousineau,Saint-Hubert,Québec,J3Y 8X9,Tél.: 450-462-4420, Canada,
311,12,IGA - Alimentation Sogesco inc.,"3000, Laframboise",Saint-Hyacinthe,Québec,J2S 4Z4,Tél.: 450-773-7582, Canada,
312,12,IGA - Supermarché Guy Jodoin,"2260, St-Charles",Saint-Hyacinthe,Québec,J2T 1V5,Tél.: 450-774-4189, Canada,
313,12,IGA - Famille Jodoin,"5445, Boul. Laurier Ouest",Saint-Hyacinthe,Québec,J2S 3V6,Tél.: 450-773-0333, Canada,
314,12,IGA - Marché St-Janvier,13381 Boulevard Curé-Labelle,Saint-Janvier,Québec,,Tél.: 450-971-7881, Canada,
315,12,IGA - Supermarché Pépin,1015 des Lilas,Saint-Jean-Chrysostome,Québec,,Tél.: 418-834-8077, Canada,
316,12,"IGA - Magasin Coop ""La Paix"" de St-Jean Port-Joli",321 Route de l'Église,Saint-Jean-Port-Joli,Québec,,Tél.: 418-598-3385, Canada,
317,12,IGA - Gladu,400 Boulevard du Séminaire,Saint-Jean-sur-Richelieu,Québec,J3B 5L2,Tél.: 450-349-2878, Canada,
318,12,IGA - Marché Lord et associés,1005 Grand-Héron,Saint-Jérôme,Québec,,Tél.: 450-438-5214, Canada,
319,12,IGA - Marché Pierre Jobidon,1021 Avenue du Palais,Saint-Joseph-de-Beauce,Québec,,Tél.: 418-397-5213, Canada,
320,12,IGA - Marché Lamoureux,3765 Chemin Oka,Saint-Joseph-du-Lac,Québec,,Tél.: 450-491-8228, Canada,
321,12,IGA - Tremblant,412 Route 117,Saint-Jovite,Québec,,Tél.: 819-681-0330, Canada,
322,12,IGA - St-Lamber-de-Lauzon,1234 Rue Du Pont,Saint-Lambert,Québec,,Tél.: 418-889-9723, Canada,
323,12,IGA - Marché Louise Ménard (Préville) inc.,299 Boulevard Sir Wilfrid-Laurier,Saint-Lambert,Québec,,Tél.: 450-923-9399, Canada,
324,12,IGA - Marché Louise Ménard inc.,371 Avenue Victoria,Saint-Lambert,Québec,,Tél.: 450-466-3880, Canada,
325,12,IGA - Marché Duchemin et Frères inc.,1947 Boulevard Keller,Saint-Laurent,Québec,,Tél.: 514-336-8085, Canada,
326,12,IGA - Poirier et Fils Ltée,1869 Chemin Angélique,Saint-Lazare,Québec,,Tél.: 450-455-6165, Canada,
327,12,IGA - Extra Marché Tellier,5000 Jean-Talon Est,Saint-Léonard,Québec,,Tél.: 514-728-3535, Canada,
328,12,IGA - Extra,7150 Langelier,Saint-Léonard,Québec,,Tél.: 514-254-5454, Canada,
329,12,IGA - Marché Perreault Gélinas inc.,318 Boulevard Sait-Luc,Saint-Luc,Québec,,Tél.: 450-359-4110, Canada,
330,12,IGA - Les entreprises Clément Ruel (2000) inc.,4565 Boulevard St-Joseph,Saint-Nicephore,Québec,,Tél.: 819-472-1107, Canada,
331,12,IGA - Supermarché Imbeault inc.,600 Route 116 suite 200,Saint-Nicolas,Québec,,Tél.: 418-831-5400, Canada,
332,12,IGA - Les entreprises B.J.T. Boulianne inc.,335 Chemin du Hibou,Stoneham,Québec,,Tél.: 418-848-2637, Canada,
333,12,IGA - Super Marché L. D. inc.,616 Blondeau,Saint-Pascal de Kamouraska,Québec,,Tél.: 418-492-2902, Canada,
334,12,IGA - Épicerie J.-N. Mayrand inc.,181 Marie-Victorin,Saint-Pierre-les Becquets,Québec,,Tél.: 819-263-2196, Canada,
335,12,IGA - Marché Favreau ltée,725 Notre-Dame,Saint-Rémi,Québec,,Tél.: 450-454-2262, Canada,
336,12,IGA - Extra St-Romuald,1060 De la Rive sud,Saint-Romuald,Québec,,Tél.: 418-834-3811, Canada,
337,12,IGA - Marché St-Tite Inc,510 Du Moulin,Saint-Tite,Québec,,Tél.: 418-365-3886, Canada,
338,12,IGA - Alimentation Lumi inc.,4411 de la Concorde,Saint-Vincent-de-Paul,Québec,,Tél.: 450-664-3444, Canada,
339,12,IGA - Marché d'alimentation Thibault,675 Boulevard des Seigneurs,Terrebonne,Québec,,Tél.: 450-492-5580, Canada,
340,12,IGA - Marché Jacques Thibault,2120 Boulevard Gascon,Terrebonne,Québec,,Tél.: 450-964-2050, Canada,
341,12,IGA - Marché St-Pierre et Fils inc.,780 Boulevard Frontenac Est,Thetford Mines,Québec,,Tél.: 418-335-6222, Canada,
342,12,IGA - Marché L. et J. Paquette inc.,100 Route Marie-Victorin,Tracy,Québec,,Tél.: 450-742-2419, Canada,
343,12,IGA - Supermarché Jean XXIII,6060 Boulevard Jean XXIII,Trois Rivières,Québec,,Tél.: 819-374-6060, Canada,
344,12,IGA - Extra Marché Paquette,3925 Boulevard des Forges,Trois Rivières,Québec,,Tél.: 819-379-2397, Canada,
345,12,IGA - Ste-Marguerite,1305 Boulevard Ste-Marguerite,Trois Rivières,Québec,,Tél.: 819-379-6622, Canada,
346,12,IGA - Marché Gaouette & Fils inc.,675 Rue de la Montagne,Valcourt,Québec,,Tél.: 450-532-6090, Canada,
347,12,IGA - Famille Pelletier Centre-Ville,1117 8e Rue,Val-d’Or,Québec,,Tél.: 819-825-6608, Canada,
348,12,IGA - Famille Pelletier Carrefour,1801 3e Avenue,Val-d’Or,Québec,,Tél.: 819-874-7741, Canada,
349,12,IGA - Supermarché du Carrefour inc.,1777 Route 132,Varennes,Québec,,Tél.: 450-929-0405, Canada,
350,12,IGA - Supermarché Pierre Patry Extra,585 Avenue St-Charles,Vaudreuil,Québec,,Tél.: 450-424-3549, Canada,
351,12,IGA - Supermarché Jacques Lefebvre inc.,4500 Wellington,Verdun,Québec,,Tél.: 514-766-7540, Canada,
352,12,IGA - Gérard Champagne Ltée,5144 Avenue Bannantyne,Verdun,Québec,,Tél.: 514-766-3536, Canada,
353,12,IGA - Supermarché IGA Raymond Martin,325 Boulevard des Bois-Francs Nord,Victoriaville,Québec,,Tél.: 819-752-9797, Canada,
354,12,IGA - Marché IGA Bellevue,560 Boulevard des Bois-francs Sud,Victoriaville,Québec,,Tél.: 819-357-2241, Canada,
355,12,IGA - Marché A. Desrochers inc.,10 Centre sportif,Warwick,Québec,,Tél.: 819-358-4950, Canada,
356,12,IGA - Alexis-Nihon,1500 Rue Atwater,Westmount,Québec,,Tél.: 514-933-0995, Canada,
357,14,Le Jardin Mobile,"625, boul. Lebourgneuf",Québec,Québec,G2J 1C3,418-634-5551, Canada,
358,14,Le Jardin Mobile,"1191, avenue Cartier",Québec,Québec,G1R 2S9,418-529-5674, Canada,
359,14,Le Jardin Mobile,"3440, rue de la Pérade",Sainte-Foy,Québec,G1X 2L7,418-657-7717, Canada,
360,14,Le Jardin Mobile,"2500, chemin Quatre-Bourgeois",Sainte-Foy,Québec,G1V 4P9,418-653-2428, Canada,
361,14,Le Jardin Mobile,930 rue Principale Ouest,Magog,Québec,J1X 2B6,819 843-4419, Canada,
362,14,Le Jardin Mobile,777 rue King Est,Sherbrooke,Québec,J1G 1C6,819 821-2318, Canada,
363,14,Le Jardin Mobile,"50, boul. Jacques-Cartier Nord",Sherbrooke,Québec,J1J 2Z8,819 823-7646, Canada,
364,14,Le Jardin Mobile,"3960, boul. Des Forges",Trois-Rivières,Québec,G8Y 1V7,819 372-9730, Canada,
365,14,Le Jardin Mobile,"794, Principale",Granby,Québec,J2G 2Y7,450 375-3941, Canada,
366,14,Le Jardin Mobile,"252, Rue Denison Est",Granby,Québec,J2H 2R6,450 375-3941 ?, Canada,
367,14,Le Jardin Mobile,"2000, boulevard Talbot",Chicoutimi,Québec,G7H 7Y2,418-698-0249, Canada,
368,29,Marchés Tau,"4238, rue St-Denis",Montréal ,Québec,H2J 2K8,Tel.: (514) 843-4420, Canada,
369,29,Marchés Tau,"7373, boul. Langelier",Saint-Léonard,Québec,H1S 1V7,Tel.: (514) 787-0077, Canada,
370,29,Marchés Tau,"6845, boul. Tachereau",Brossard,Québec,J4Z 1A7,Tel.: (450) 443-9922, Canada,
371,29,Marchés Tau,"3216, boul. St-Martin Ouest",Laval,Québec,H7T 1A1,Tel.: (450) 978-5533, Canada,
372,29,Marchés Tau,2335 Autoroute Transcanadienne,Pointe-Claire,Québec,H9R 5Z5,Tel.: (514) 695-0828, Canada,
373,33,MOURELATOS,"4957, boul. St-Jean",Pierrefonds,Québec,H9H 2A9 ,514.620.4200, Canada,
374,33,MOURELATOS,"4919, boul. Notre-Dame Ouest",Laval,Québec,H7W 1V3 ,450.681.4300, Canada,
375,33,MOURELATOS,"1855, avenue O’Brien",Ville St-Laurent,Québec,H4L 3W6 ,514.956.0100, Canada,
376,35,Rachelle Béry,"100, boulevard De Mortagne",Boucherville,Québec,,450-906-4100, Canada,
377,35,Rachelle Béry,"132, rue Principale",Granby,Québec,,450-361-6970, Canada,
378,35,Rachelle Béry,"1150, rue Ste-Catherine Est",Montréal ,Québec,H2L 2G7,514-845-7152, Canada,
379,35,Rachelle Béry,1289 boul Laird,Montréal,,H3P 2S9,,,
380,37,Supermarché PA,"1420 Rue du Fort, ",Montréal,Québec,H3H 2C4,, Canada,
381,42,William J. Walter ,1957 rue du Mont-Royal E,Montréal,,H2H 1J5,,,
382,28,Marché Guilmain,"1145, rue du Marche",Acton Vale,Québec,J0H1A0,450-546-2759, Canada,
383,28,Marché Mistook Inc.,"5532, ave du Pont Nord",Alma,Québec,G8E1V5,418-347-3194, Canada,
384,28,Club Coop Amqui,"88, rue Du Parc",Amqui,Québec,G5J2L6,418-629-1625, Canada,
385,28,Marché Richelieu Bécancour,"7805, boul. du Parc Industriel",Bécancour,Québec,G9H3N7,819-297-2675, Canada,
386,28,9169-7086 Québec Inc.,"1359, route 132, C.P. 238",Cap d'Espoir,Québec,G0C1G0,418-782-2204, Canada,
387,28,Alimentation Causap Inc.,"77, rue St-Jacques Sud",Causapscal,Québec,G0J1J0,, Canada,
388,28,Bournival & Villemure Inc.,"201, rue St-Jean-Baptiste",Charrette,Québec,G0X1E0,819-221-2100, Canada,
389,28,Eugène Lessard & Fils,"7990, Avenue Royale",Château-Richer,Québec,G0A1N0,418-824-4247, Canada,
390,28,René Lapointe & Fils Enr.,"46, rue Lapointe",Clermont,Québec,G4A1A1,, Canada,
391,28,Marché St-Emile,"2505, boul. Entrelacs",Entrelacs,Québec,J0T2E0,450-228-2383, Canada,
392,28,,"146, rue Principale C.P. 39",Huberdeau,Québec,J0T1G0,819-687-3123, Canada,
393,28,Marché Pilon,"245, rue Principale est",La Pêche,Québec,J0X2W0,819-456-3368, Canada,
394,28,Marché 424 (La Tuque) Inc.,"424, rue St-Joseph",La Tuque,Québec,G9X1M2,819-523-2768, Canada,
395,28,H.T.B. Enr.,"1385, rue Principale",Labrecque,Québec,G0W2S0,418-481-2112, Canada,
396,28,Épicerie Jean-Guy Létourneau .,"6446, Avenue Royale",L'Ange-Gardien,Québec,G0A2K0,418-822-1708, Canada,
397,28,,"40, chemin Joliette",L'Anse-Saint-Jean,Québec,,418-272-3080, Canada,
398,28,,Épicerie Amyro,L'Isle-Verte,Québec,,418-898-2052, Canada,
399,28,Marché Dunn,1 3824 boul Décarie,Montréal ,Québec,H4A 3J7,514-253-9490, Canada,
400,28,Supermarché Chauvin,,Nouvelle,Québec,,418-794-2252, Canada,
401,28,Marché St-Laurent Richelieu,,Petit Cap,Québec,,418-269-3212, Canada,
402,28,Épicerie Savage & Frères Inc.,,Pohénégamook,Québec,,418-893-5392, Canada,
403,28,Alim. J.P. Labonté & Fils,,Port Menier,Québec,,418-535-0129, Canada,
404,28,Coop de Consommation de l'Ile d'Anticosti,,Port-Daniel-Gascons,Québec,,418-396-2330, Canada,
405,28,Marché Richelieu D.T. Langlois,,Potton,Québec,,450-292-5252, Canada,
406,28,Épicerie Jacques Ducharme,,Québec,Québec,,418-661-2605, Canada,
407,28,Alimentation M.B. Inc.,,Rimouski,Québec,,418-735-2655, Canada,
408,28,Épicerie de la Seigneurie Inc.,,Rimouski,Québec,,418-736-4331, Canada,
409,28,Richelieu Brillant Bic,,Rivière-du-Loup,Québec,,418-862-8255, Canada,
410,28,Marché D'Amours Ltée,,Rivière-du-Loup,Québec,,418-868-1477, Canada,
411,28,Marché Richelieu Centre-Ville,,Sacré-Cœur- Saguenay ,Québec,,418-236-9161, Canada,
412,28,Marché Richelieu Sacré-Coeur,,Saguenay,Québec,,418-549-1655, Canada,
413,28,Alimentation Robert Blackburn Inc.,,Saguenay,Québec,,418-544-3366, Canada,
414,28,Marché Richelieu Benoît Simard,,Saint-Alexandre-de-Kamouraska,Québec,,418-495-2872, Canada,
415,28,,,Saint-Basile,Québec,,418-329-2800, Canada,
416,28,Épicerie F. Gauthier et Fils Inc.,,Saint-Bernard,Québec,,418-475-6684, Canada,
417,28,Alimentation Michou Inc.,,Saint-Casimir,Québec,,418-339-2930, Canada,
418,28,Marché Alain Thibault Inc.,,Saint-Cyprien,Québec,,418-963-2255, Canada,
419,28,,,Sainte-Anne-De-Bellevue,Québec,,514-457-5731, Canada,
420,28,J. Raymond Richard,,Sainte-Clotilde-de-Horton,Québec,,819-336-2010, Canada,
421,28,Épicerie Julien Ricard Inc.,,Sainte-Hélène-de-Bagot,Québec,,450-791-2412, Canada,
422,28,Alim. Famille Croteau Inc.,,Sainte-Hénédine,Québec,,418-935-3691, Canada,
423,28,Marché L. Fournier Inc.,,Sainte-Luce,Québec,,418-739-4944, Canada,
424,28,Épicerie C.H. Bernier & Fils Ltée,,Saint-Elzéar,Québec,,418-387-2570, Canada,
425,28,Marché d'Alimentation Vallée,,Sainte-Perpétue,Québec,,819-336-6666, Canada,
426,28,L.D. Roy Inc.,,,Québec,G0L2Z0,418-869-2171, Canada,
427,28,,"15, 7e Avenue",Saint-Fabien-De-Panet,Québec,,, Canada,
428,28,Chez Doyon & Frères Inc.,,Saint-Gédéon,Québec,,418-345-2471, Canada,
429,28,Marché Richelieu Potvin,,,Québec,G0L3L0,418-497-2284, Canada,
430,28,,"10, rue Taché Est",Saint-Isidore,Québec,,450-454-2151, Canada,
431,28,Marché J.A. Ouellet Inc.,,,Québec,J3B4K1,450-346-3036, Canada,
432,28,,"365, rue Jacques-Cartier Sud",Saint-Léon-de-Standon,Québec,,G0R4L0, Canada,
433,28,Marché Couture,,,Québec,J0L2H0,450-632-5262, Canada,
434,28,,"289, chemin Principal",Saint-Maurice,Québec,G0X2X0,819-374-3266, Canada,
435,28,Marché Richelieu Michel Mathieu,"372, route Langevin",Saint-Odilon-de-Cranbourne,Québec,G0S3A0,418-464-2563, Canada,
436,28,Marché Gaétan Dubé & FilS,"104, rue Ulric-Tessier",Saint-Ulric,Québec,G0J3H0,418-737-4590, Canada,
437,28,Marché St-Valérien,"1380, rue Principale",Saint-Valérien-de-Milton,Québec,J0H2B0,450-549-2336, Canada,
438,28,Marché Idéal (St-Zénon),"6110, rue Principale",Saint-Zénon,Québec,J0K3N0,450-884-5656, Canada,
439,28,Marché Sillery Ltée,"2485, chemin St-Louis",Sillery,Québec,G1T1R9,418-658-6215, Canada,
440,28,Marché Richelieu,"429, Route 204",Saint-Aubert,Québec,G0R2R0,418-598-6170, Canada,
441,28,Marché Richelieu,"571, route 309, C.P. 149",Val-des-Bois,Québec,J0X3C0,819-454-2277, Canada,
442,28,Marché Richelieu Perkins,"1732, route du Carrefour",Val-des-Monts,Québec,J8N7E9,819-671-2282, Canada,
443,28,Marché Venise,"231, 16e Avenue Ouest",Venise-en-Québec,Québec,J0J2K0,450-244-5562, Canada,
444,28,Mche Blanchette & Vincent,"5, rue Monseigneur-Parenteau",Yamaska,Québec,J0G1W0,450-789-2404, Canada,
445,30,MARCHÉS TRADITION,86 8e Rue,Crabtree,Québec,J0K1B0,Tél.: 450-754-2244, Canada,
446,30,MARCHÉS TRADITION,382 Rue Principale,Eastman,Québec,,Tél.: 450-297-2815, Canada,
447,30,MARCHÉS TRADITION,17 Rue Principale,Frelighsburg,Québec,,Tél.: 450-298-5202, Canada,
448,30,MARCHÉS TRADITION,504 Rue Fontière,Hemmingford,Québec,,Tél.: 450-247-2712, Canada,
449,30,MARCHÉS TRADITION,1011 Chemin Principale,Île de la Madeleine,Québec,,Tél.: 418-986-4233, Canada,
450,30,MARCHÉS TRADITION,725 Rue Principale,Lac-aux-Sables,Québec,,Tél.: 418-336-2148, Canada,
451,30,MARCHÉS TRADITION,93 7e Rue,L'Isletville,Québec,,Tél.: 418-247-5206, Canada,
